source_url,glove_class,pool_type,modifier_kind,modifier_name,tier,min_item_level,tags,stat_text,stat_template
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Polar,2,65,"attack, cold, damage, elemental",Adds (16-20) to (25-31) Cold damage to Attacks,Adds # to # Cold damage to Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Polished,7,16,"attack, damage, physical",Adds (2-4) to (5-8) Physical Damage to Attacks,Adds # to # Physical Damage to Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Precise,9,1,attack,+(11-32) to Accuracy Rating,+# to Accuracy Rating
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Ranger's,2,67,attack,+(347-450) to Accuracy Rating,+# to Accuracy Rating
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Razor-sharp,3,60,"attack, damage, physical",Adds (7-11) to (14-20) Physical Damage to Attacks,Adds # to # Physical Damage to Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Reliable,8,11,attack,+(33-60) to Accuracy Rating,+# to Accuracy Rating
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Robust,4,38,life,+(70-84) to maximum Life,+# to maximum Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Rotund,3,46,life,+(85-99) to maximum Life,+# to maximum Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Sanguine,7,16,life,+(30-39) to maximum Life,+# to maximum Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Scorching,4,54,"attack, damage, elemental, fire",Adds (11-16) to (21-26) Fire damage to Attacks,Adds # to # Fire damage to Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Shadowy,7,2,"energy_shield, evasion",(15-26)% increased Evasion and Energy Shield,#% increased Evasion and Energy Shield
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Shocking,3,60,"attack, damage, elemental, lightning",Adds (1-2) to (41-47) Lightning damage to Attacks,Adds # to # Lightning damage to Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Smoking,7,16,"attack, damage, elemental, fire",Adds (6-8) to (10-13) Fire damage to Attacks,Adds # to # Fire damage to Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Smouldering,8,8,"attack, damage, elemental, fire",Adds (3-5) to (6-9) Fire damage to Attacks,Adds # to # Fire damage to Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Snapping,7,16,"attack, damage, elemental, lightning",Adds 1 to (16-22) Lightning damage to Attacks,Adds # to # Lightning damage to Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Sparking,5,46,"attack, damage, elemental, lightning",Adds 1 to (28-32) Lightning damage to Attacks,Adds # to # Lightning damage to Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Stalwart,6,24,life,+(40-59) to maximum Life,+# to maximum Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Steady,4,48,attack,+(168-236) to Accuracy Rating,+# to Accuracy Rating
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Stout,5,33,life,+(60-69) to maximum Life,+# to maximum Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Sylph's,2,33,"energy_shield, evasion",+(42-64) to Evasion Rating | +(16-21) to maximum Energy Shield,+# to Evasion Rating | +# to maximum Energy Shield
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Teal,6,25,mana,+(35-54) to maximum Mana,+# to maximum Mana
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Tempered,2,65,"attack, damage, physical",Adds (10-15) to (18-26) Physical Damage to Attacks,Adds # to # Physical Damage to Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Troubadour's,4,33,"energy_shield, evasion, life",(21-26)% increased Evasion and Energy Shield | +(20-25) to maximum Life,#% increased Evasion and Energy Shield | +# to maximum Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Unreal,2,60,"energy_shield, evasion",(80-91)% increased Evasion and Energy Shield,#% increased Evasion and Energy Shield
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Unworldly,5,33,"energy_shield, evasion",(43-55)% increased Evasion and Energy Shield,#% increased Evasion and Energy Shield
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Virile,2,54,life,+(100-119) to maximum Life,+# to maximum Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,prefix,Will-o-wisp's,4,1,"energy_shield, evasion",+(6-10) to Evasion Rating | +(5-8) to maximum Energy Shield,+# to Evasion Rating | +# to maximum Energy Shield
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Absorption,8,1,mana,Gain (2-3) Mana per enemy killed,Gain # Mana per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Anger,4,21,"critical, damage",(15-19)% increased Critical Damage Bonus,#% increased Critical Damage Bonus
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Archaeology,1,40,,(15-18)% increased Rarity of Items found,#% increased Rarity of Items found
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Assimilation,1,78,mana,Gain (36-45) Mana per enemy killed,Gain # Mana per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Bameth,1,81,"chaos, resistance",+(24-27)% to Chaos Resistance,+#% to Chaos Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Banishment,5,30,"chaos, resistance",+(8-11)% to Chaos Resistance,+#% to Chaos Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Bending,4,16,evasion,Gain Deflection Rating equal to (12-14)% of Evasion Rating,Gain Deflection Rating equal to #% of Evasion Rating
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Buffering,1,48,energy_shield,(16-19)% increased Energy Shield Recharge Rate,#% increased Energy Shield Recharge Rate
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Combat,2,5,attack,+1 to Level of all Melee Skills,+# to Level of all Melee Skills
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Conquest,5,33,life,Gain (19-28) Life per enemy killed,Gain # Life per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Consumption,4,45,mana,Gain (15-20) Mana per enemy killed,Gain # Mana per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Curvation,3,36,evasion,Gain Deflection Rating equal to (15-17)% of Evasion Rating,Gain Deflection Rating equal to #% of Evasion Rating
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Deflecting,5,1,evasion,Gain Deflection Rating equal to (8-11)% of Evasion Rating,Gain Deflection Rating equal to #% of Evasion Rating
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Devouring,2,67,mana,Gain (28-35) Mana per enemy killed,Gain # Mana per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Diversion,2,48,evasion,Gain Deflection Rating equal to (18-20)% of Evasion Rating,Gain Deflection Rating equal to #% of Evasion Rating
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Dueling,1,41,attack,+2 to Level of all Melee Skills,+# to Level of all Melee Skills
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Ease,3,22,"attack, speed",(8-10)% increased Attack Speed,#% increased Attack Speed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Enveloping,5,34,mana,Gain (10-14) Mana per enemy killed,Gain # Mana per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Ephij,1,82,"elemental, lightning, resistance",+(41-45)% to Lightning Resistance,+#% to Lightning Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Eviction,4,44,"chaos, resistance",+(12-15)% to Chaos Resistance,+#% to Chaos Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Exile,2,68,"chaos, resistance",+(20-23)% to Chaos Resistance,+#% to Chaos Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Expulsion,3,56,"chaos, resistance",+(16-19)% to Chaos Resistance,+#% to Chaos Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Ferocity,1,59,"critical, damage",(30-34)% increased Critical Damage Bonus,#% increased Critical Damage Bonus
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Flexure,1,66,evasion,Gain Deflection Rating equal to (21-23)% of Evasion Rating,Gain Deflection Rating equal to #% of Evasion Rating
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Fury,2,45,"critical, damage",(25-29)% increased Critical Damage Bonus,#% increased Critical Damage Bonus
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Glory,2,66,life,Gain (54-68) Life per enemy killed,Gain # Life per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Haast,1,82,"cold, elemental, resistance",+(41-45)% to Cold Resistance,+#% to Cold Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Infusion,6,23,mana,Gain (6-9) Mana per enemy killed,Gain # Mana per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Ire,5,8,"critical, damage",(10-14)% increased Critical Damage Bonus,#% increased Critical Damage Bonus
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Legend,1,77,life,Gain (69-84) Life per enemy killed,Gain # Life per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Magma,2,71,"elemental, fire, resistance",+(36-40)% to Fire Resistance,+#% to Fire Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Mastery,2,37,"attack, speed",(11-13)% increased Attack Speed,#% increased Attack Speed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Nourishment,1,40,"attack, life",Gain 5 Life per Enemy Hit with Attacks,Gain # Life per Enemy Hit with Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Osmosis,7,12,mana,Gain (4-5) Mana per enemy killed,Gain # Mana per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Plunder,3,3,,(6-10)% increased Rarity of Items found,#% increased Rarity of Items found
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Rage,3,31,"critical, damage",(20-24)% increased Critical Damage Bonus,#% increased Critical Damage Bonus
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Raiding,2,24,,(11-14)% increased Rarity of Items found,#% increased Rarity of Items found
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Regrowth,2,30,"attack, life",Gain 4 Life per Enemy Hit with Attacks,Gain # Life per Enemy Hit with Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Rejuvenation,4,8,"attack, life",Gain 2 Life per Enemy Hit with Attacks,Gain # Life per Enemy Hit with Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Renown,1,60,"attack, speed",(14-16)% increased Attack Speed,#% increased Attack Speed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Restoration,3,20,"attack, life",Gain 3 Life per Enemy Hit with Attacks,Gain # Life per Enemy Hit with Attacks
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Siphoning,3,56,mana,Gain (21-27) Mana per enemy killed,Gain # Mana per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Skill,4,1,"attack, speed",(5-7)% increased Attack Speed,#% increased Attack Speed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Success,8,1,life,Gain (4-6) Life per enemy killed,Gain # Life per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Triumph,6,22,life,Gain (10-18) Life per enemy killed,Gain # Life per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Tzteosh,1,82,"elemental, fire, resistance",+(41-45)% to Fire Resistance,+#% to Fire Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Valour,3,55,life,Gain (41-53) Life per enemy killed,Gain # Life per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Vanquishing,4,44,life,Gain (29-40) Life per enemy killed,Gain # Life per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of Victory,7,11,life,Gain (7-9) Life per enemy killed,Gain # Life per enemy killed
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Apt,4,32,,20% reduced Attribute Requirements,#% reduced Attribute Requirements
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Arid,3,38,"attack, mana, physical",Leech (6-6.9)% of Physical Attack Damage as Mana,Leech #% of Physical Attack Damage as Mana
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Augur,5,33,attribute,+(17-20) to Intelligence,+# to Intelligence
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Cloud,8,1,"elemental, lightning, resistance",+(6-10)% to Lightning Resistance,+#% to Lightning Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Desperate,1,65,"attack, mana, physical",Leech (8-8.9)% of Physical Attack Damage as Mana,Leech #% of Physical Attack Damage as Mana
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Drake,6,24,"elemental, fire, resistance",+(16-20)% to Fire Resistance,+#% to Fire Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Drought,2,54,"attack, mana, physical",Leech (7-7.9)% of Physical Attack Damage as Mana,Leech #% of Physical Attack Damage as Mana
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Falcon,6,33,attribute,+(17-20) to Dexterity,+# to Dexterity
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Fox,7,22,attribute,+(13-16) to Dexterity,+# to Dexterity
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Furnace,4,48,"elemental, fire, resistance",+(26-30)% to Fire Resistance,+#% to Fire Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Ice,2,71,"cold, elemental, resistance",+(36-40)% to Cold Resistance,+#% to Cold Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Jaguar,3,66,attribute,+(28-30) to Dexterity,+# to Dexterity
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Kiln,5,36,"elemental, fire, resistance",+(21-25)% to Fire Resistance,+#% to Fire Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Lamprey,2,54,"attack, life, physical",Leech (8-8.9)% of Physical Attack Damage as Life,Leech #% of Physical Attack Damage as Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Leopard,4,55,attribute,+(25-27) to Dexterity,+# to Dexterity
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Lightning,2,71,"elemental, lightning, resistance",+(36-40)% to Lightning Resistance,+#% to Lightning Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Locust,4,21,"attack, life, physical",Leech (6-6.9)% of Physical Attack Damage as Life,Leech #% of Physical Attack Damage as Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Lost,6,16,"chaos, resistance",+(4-7)% to Chaos Resistance,+#% to Chaos Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Lynx,8,11,attribute,+(9-12) to Dexterity,+# to Dexterity
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Maelstrom,3,60,"elemental, lightning, resistance",+(31-35)% to Lightning Resistance,+#% to Lightning Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Mongoose,9,1,attribute,+(5-8) to Dexterity,+# to Dexterity
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Narwhal,6,26,"cold, elemental, resistance",+(16-20)% to Cold Resistance,+#% to Cold Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Panther,5,44,attribute,+(21-24) to Dexterity,+# to Dexterity
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Parched,4,21,"attack, mana, physical",Leech (5-5.9)% of Physical Attack Damage as Mana,Leech #% of Physical Attack Damage as Mana
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Penguin,7,14,"cold, elemental, resistance",+(11-15)% to Cold Resistance,+#% to Cold Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Phantom,2,74,attribute,+(31-33) to Dexterity,+# to Dexterity
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Philosopher,4,44,attribute,+(21-24) to Intelligence,+# to Intelligence
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Polar Bear,3,60,"cold, elemental, resistance",+(31-35)% to Cold Resistance,+#% to Cold Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Prodigy,6,22,attribute,+(13-16) to Intelligence,+# to Intelligence
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Proficient,1,60,,35% reduced Attribute Requirements,#% reduced Attribute Requirements
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Pupil,8,1,attribute,+(5-8) to Intelligence,+# to Intelligence
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Remora,3,38,"attack, life, physical",Leech (7-7.9)% of Physical Attack Damage as Life,Leech #% of Physical Attack Damage as Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Sage,3,55,attribute,+(25-27) to Intelligence,+# to Intelligence
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Salamander,7,12,"elemental, fire, resistance",+(11-15)% to Fire Resistance,+#% to Fire Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Savant,2,66,attribute,+(28-30) to Intelligence,+# to Intelligence
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Seal,8,1,"cold, elemental, resistance",+(6-10)% to Cold Resistance,+#% to Cold Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Skilled,2,52,,30% reduced Attribute Requirements,#% reduced Attribute Requirements
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Squall,7,13,"elemental, lightning, resistance",+(11-15)% to Lightning Resistance,+#% to Lightning Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Storm,6,25,"elemental, lightning, resistance",+(16-20)% to Lightning Resistance,+#% to Lightning Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Student,7,11,attribute,+(9-12) to Intelligence,+# to Intelligence
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Talented,3,40,,25% reduced Attribute Requirements,#% reduced Attribute Requirements
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Tempest,4,49,"elemental, lightning, resistance",+(26-30)% to Lightning Resistance,+#% to Lightning Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Thunderhead,5,37,"elemental, lightning, resistance",+(21-25)% to Lightning Resistance,+#% to Lightning Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Vampire,1,65,"attack, life, physical",Leech (9-9.9)% of Physical Attack Damage as Life,Leech #% of Physical Attack Damage as Life
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Virtuoso,1,74,attribute,+(31-33) to Intelligence,+# to Intelligence
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Volcano,3,60,"elemental, fire, resistance",+(31-35)% to Fire Resistance,+#% to Fire Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Walrus,4,50,"cold, elemental, resistance",+(26-30)% to Cold Resistance,+#% to Cold Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Whelpling,8,1,"elemental, fire, resistance",+(6-10)% to Fire Resistance,+#% to Fire Resistance
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Wind,1,81,attribute,+(34-36) to Dexterity,+# to Dexterity
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Worthy,5,24,,15% reduced Attribute Requirements,#% reduced Attribute Requirements
https://poe2db.tw/us/Gloves_dex_int#ModifiersCalc,dex_int,explicit,suffix,of the Yeti,5,38,"cold, elemental, resistance",+(21-25)% to Cold Resistance,+#% to Cold Resistance
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,corrupted_enchantment,corrupted,CorruptionArmourBreak1,1,1,,Break (10-15)% increased Armour,Break #% increased Armour
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,corrupted_enchantment,corrupted,CorruptionColdPenetration1,1,1,"cold, damage, elemental",Damage Penetrates (10-15)% Cold Resistance,Damage Penetrates #% Cold Resistance
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,corrupted_enchantment,corrupted,CorruptionFirePenetration1,1,1,"damage, elemental, fire",Damage Penetrates (10-15)% Fire Resistance,Damage Penetrates #% Fire Resistance
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,corrupted_enchantment,corrupted,CorruptionGlobalMeleeSkillGemsLevel1,1,1,attack,+1 to Level of all Melee Skills,+# to Level of all Melee Skills
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,corrupted_enchantment,corrupted,CorruptionGoldFoundIncrease1,1,1,,(5-10)% increased Quantity of Gold Dropped by Slain Enemies,#% increased Quantity of Gold Dropped by Slain Enemies
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,corrupted_enchantment,corrupted,CorruptionLightningPenetration1,1,1,"damage, elemental, lightning",Damage Penetrates (10-15)% Lightning Resistance,Damage Penetrates #% Lightning Resistance
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,corrupted_enchantment,corrupted,CorruptionLocalIncreasedEnergyShieldPercent1,1,1,energy_shield,(15-25)% increased Energy Shield,#% increased Energy Shield
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,corrupted_enchantment,corrupted,CorruptionMaximumFrenzyCharges1,1,1,,+1 to Maximum Frenzy Charges,+# to Maximum Frenzy Charges
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,corrupted_enchantment,corrupted,CorruptionReducedLocalAttributeRequirements1,1,1,,(10-20)% reduced Attribute Requirements,#% reduced Attribute Requirements
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,explicit,desecrated suffix,of Amanamu,1,65,amanamu_mod,(10-20)% chance to Daze on Hit,#% chance to Daze on Hit
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,explicit,desecrated suffix,of Amanamu,1,65,"amanamu_mod, attribute",+(9-15) to Strength and Intelligence,+# to Strength and Intelligence
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,explicit,desecrated suffix,of Amanamu,1,65,"amanamu_mod, chaos, elemental, fire, resistance",+(13-17)% to Fire and Chaos Resistances,+#% to Fire and Chaos Resistances
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,explicit,desecrated suffix,of Kurgal,1,65,"critical, kurgal_mod",(10-15)% chance to Gain Arcane Surge when you deal a Critical Hit,#% chance to Gain Arcane Surge when you deal a Critical Hit
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,explicit,desecrated suffix,of Kurgal,1,65,"caster, kurgal_mod, speed",(8-15)% increased Cast Speed when on Full Life,#% increased Cast Speed when on Full Life
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,explicit,desecrated suffix,of Kurgal,1,65,"kurgal_mod, mana",(6-10)% increased Mana Cost Efficiency,#% increased Mana Cost Efficiency
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,explicit,desecrated suffix,of Kurgal,1,65,"attribute, kurgal_mod",+(9-15) to Dexterity and Intelligence,+# to Dexterity and Intelligence
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,explicit,desecrated suffix,of Kurgal,1,65,"chaos, cold, elemental, kurgal_mod, resistance",+(13-17)% to Cold and Chaos Resistances,+#% to Cold and Chaos Resistances
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,explicit,desecrated suffix,of Ulaman,1,65,"ailment, physical, ulaman_mod",(15-25)% chance for Attack Hits to apply Incision,#% chance for Attack Hits to apply Incision
https://poe2db.tw/us/Gloves_int#ModifiersCalc,int,explicit,desecrated suffix,of Ulaman,1,65,"ailment, damage, ulaman_mod",(10-20)% increased Magnitude of Ailments you inflict,#% increased Magnitude of Ailments you inflict
