test_id,category,side,line_number,mod_line
STONEFIST-0021,rare,after,18,Leech 11.32(11-11.9)% of Physical Attack Damage as Life
STONEFIST-0021,rare,after,19,Leech Life 24(25-20)% slower
STONEFIST-0021,rare,after,20,Unmodifiable
STONEFIST-0022,magic,before,1,"{ Suffix Modifier ""of Devouring"" (Tier: 2) — Mana }"
STONEFIST-0022,magic,after,1,{ Implicit Modifier }
STONEFIST-0022,magic,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0022,magic,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0022,magic,after,4,"{ Suffix Modifier ""of Devouring"" — Mana }"
STONEFIST-0022,magic,after,5,Unmodifiable
STONEFIST-0023,magic,before,1,"{ Prefix Modifier ""Hero's"" (Tier: 2) — Armour, Evasion }"
STONEFIST-0023,magic,before,2,80(80-91)% increased Armour and Evasion
STONEFIST-0023,magic,before,3,"{ Suffix Modifier ""of the Lightning"" (Tier: 2) — Elemental, Lightning, Resistance }"
STONEFIST-0023,magic,before,4,+38(36-40)% to Lightning Resistance
STONEFIST-0023,magic,after,1,{ Implicit Modifier }
STONEFIST-0023,magic,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0023,magic,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0023,magic,after,4,"{ Prefix Modifier ""Hero's"" — Evasion, Energy Shield }"
STONEFIST-0023,magic,after,5,18(17-18)% more Global Evasion Rating and Energy Shield
STONEFIST-0023,magic,after,6,"{ Suffix Modifier ""of the Lightning"" — Elemental, Lightning, Resistance }"
STONEFIST-0023,magic,after,7,+2% to Maximum Lightning Resistance
STONEFIST-0023,magic,after,8,+37(36-40)% to Lightning Resistance
STONEFIST-0023,magic,after,9,Unmodifiable
STONEFIST-0024,rare,before,1,"{ Prefix Modifier ""Virile"" (Tier: 2) — Life }"
STONEFIST-0024,rare,before,2,+109(100-119) to maximum Life
STONEFIST-0024,rare,before,3,"{ Prefix Modifier ""Azure"" (Tier: 7) — Mana }"
STONEFIST-0024,rare,before,4,+25(25-34) to maximum Mana
STONEFIST-0024,rare,before,5,"{ Prefix Modifier ""Arcing"" (Tier: 4) — Damage, Elemental, Lightning, Attack }"
STONEFIST-0024,rare,before,6,"{ Suffix Modifier ""of the Furnace"" (Tier: 4) — Elemental, Fire, Resistance }"
STONEFIST-0024,rare,before,7,+30(26-30)% to Fire Resistance
STONEFIST-0024,rare,before,8,"{ Suffix Modifier ""of the Fox"" (Tier: 7) — Attribute }"
STONEFIST-0024,rare,before,9,+16(13-16) to Dexterity
STONEFIST-0024,rare,before,10,"{ Suffix Modifier ""of Raiding"" (Tier: 2) }"
STONEFIST-0024,rare,before,11,12(11-14)% increased Rarity of Items found
STONEFIST-0024,rare,after,1,{ Implicit Modifier }
STONEFIST-0024,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0024,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0024,rare,after,4,"{ Prefix Modifier ""Virile"" }"
STONEFIST-0024,rare,after,5,12% less damage taken while on Low Life
STONEFIST-0024,rare,after,6,"{ Prefix Modifier ""Azure"" }"
STONEFIST-0024,rare,after,7,15(14-15)% more Attack damage while on Low Mana
STONEFIST-0024,rare,after,8,"{ Prefix Modifier ""Arcing"" — Elemental, Lightning, Attack }"
STONEFIST-0024,rare,after,9,"{ Suffix Modifier ""of the Furnace"" — Elemental, Fire, Resistance }"
STONEFIST-0024,rare,after,10,+2% to Maximum Fire Resistance
STONEFIST-0024,rare,after,11,+26(26-30)% to Fire Resistance
STONEFIST-0024,rare,after,12,"{ Suffix Modifier ""of the Fox"" }"
STONEFIST-0024,rare,after,13,+26(23-26)% Surpassing chance to fire an additional Projectile
STONEFIST-0024,rare,after,14,"{ Suffix Modifier ""of Raiding"" }"
STONEFIST-0024,rare,after,15,24(21-25)% increased Quantity of Gold Dropped by Slain Enemies
STONEFIST-0024,rare,after,16,Unmodifiable
STONEFIST-0025,magic,before,1,"{ Prefix Modifier ""Agile"" (Tier: 7) — Evasion }"
STONEFIST-0025,magic,before,2,+15(11-18) to Evasion Rating
STONEFIST-0025,magic,before,3,"{ Suffix Modifier ""of the Vampire"" (Tier: 1) — Life, Physical, Attack }"
STONEFIST-0025,magic,before,4,Leech 9.61(9-9.9)% of Physical Attack Damage as Life
STONEFIST-0025,magic,after,1,{ Implicit Modifier }
STONEFIST-0025,magic,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0025,magic,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0025,magic,after,4,"{ Prefix Modifier ""Agile"" }"
STONEFIST-0025,magic,after,5,Has +1 to Evasion Rating per player level
STONEFIST-0025,magic,after,6,Has +1 to maximum Energy Shield per player level
STONEFIST-0025,magic,after,7,"{ Suffix Modifier ""of the Vampire"" — Life }"
STONEFIST-0025,magic,after,8,Leech 14.96(14-15)% of Physical Attack Damage as Life
STONEFIST-0025,magic,after,9,Leech Life 21(25-20)% slower
STONEFIST-0025,magic,after,10,Unmodifiable
STONEFIST-0026,magic,before,1,"{ Suffix Modifier ""of Valour"" (Tier: 3) — Life }"
STONEFIST-0026,magic,after,1,{ Implicit Modifier }
STONEFIST-0026,magic,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0026,magic,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0026,magic,after,4,"{ Suffix Modifier ""of Valour"" — Life }"
STONEFIST-0026,magic,after,5,Unmodifiable
STONEFIST-0027,rare,before,1,+18% to Fire Resistance (rune)
STONEFIST-0027,rare,before,2,"{ Prefix Modifier ""Teal"" (Tier: 6) — Mana }"
STONEFIST-0027,rare,before,3,+45(35-54) to maximum Mana
STONEFIST-0027,rare,before,4,"{ Prefix Modifier ""Sanguine"" (Tier: 7) — Life }"
STONEFIST-0027,rare,before,5,+32(30-39) to maximum Life
STONEFIST-0027,rare,before,6,"{ Prefix Modifier ""Unworldly"" (Tier: 5) — Evasion, Energy Shield }"
STONEFIST-0027,rare,before,7,51(43-55)% increased Evasion and Energy Shield
STONEFIST-0027,rare,before,8,"{ Suffix Modifier ""of the Storm"" (Tier: 6) — Elemental, Lightning, Resistance }"
STONEFIST-0027,rare,before,9,+19(16-20)% to Lightning Resistance
STONEFIST-0027,rare,before,10,"{ Suffix Modifier ""of Regrowth"" (Tier: 2) — Life, Attack }"
STONEFIST-0027,rare,before,11,"{ Suffix Modifier ""of the Parched"" (Tier: 4) — Mana, Physical, Attack }"
STONEFIST-0027,rare,before,12,Leech 5.87(5-5.9)% of Physical Attack Damage as Mana
STONEFIST-0027,rare,after,1,+18% to Fire Resistance (rune)
STONEFIST-0027,rare,after,2,{ Implicit Modifier }
STONEFIST-0027,rare,after,3,Has +3 to Evasion Rating per player level
STONEFIST-0027,rare,after,4,Has +1 to maximum Energy Shield per player level
STONEFIST-0027,rare,after,5,"{ Prefix Modifier ""Teal"" }"
STONEFIST-0027,rare,after,6,17(16-17)% more Attack damage while on Low Mana
STONEFIST-0027,rare,after,7,"{ Prefix Modifier ""Sanguine"" }"
STONEFIST-0027,rare,after,8,7% less damage taken while on Low Life
STONEFIST-0027,rare,after,9,"{ Prefix Modifier ""Unworldly"" — Evasion, Energy Shield }"
STONEFIST-0027,rare,after,10,11(11-12)% more Global Evasion Rating and Energy Shield
STONEFIST-0027,rare,after,11,"{ Suffix Modifier ""of the Storm"" — Elemental, Lightning, Resistance }"
STONEFIST-0027,rare,after,12,+1% to Maximum Lightning Resistance
STONEFIST-0027,rare,after,13,+21(21-25)% to Lightning Resistance
STONEFIST-0027,rare,after,14,"{ Suffix Modifier ""of Regrowth"" — Life }"
STONEFIST-0027,rare,after,15,"{ Suffix Modifier ""of the Parched"" — Mana }"
STONEFIST-0027,rare,after,16,Leech 8.09(8-8.9)% of Physical Attack Damage as Mana
STONEFIST-0027,rare,after,17,Leech Mana 22(25-20)% slower
STONEFIST-0027,rare,after,18,Unmodifiable
STONEFIST-0028,rare,before,1,"{ Prefix Modifier ""Poet's"" (Tier: 6) — Life, Evasion, Energy Shield }"
STONEFIST-0028,rare,before,2,11(6-13)% increased Evasion and Energy Shield
STONEFIST-0028,rare,before,3,+8(7-10) to maximum Life
STONEFIST-0028,rare,before,4,"{ Suffix Modifier ""of the Penguin"" (Tier: 7) — Elemental, Cold, Resistance }"
STONEFIST-0028,rare,before,5,+13(11-15)% to Cold Resistance
STONEFIST-0028,rare,before,6,"{ Suffix Modifier ""of Plunder"" (Tier: 3) }"
STONEFIST-0028,rare,before,7,6(6-10)% increased Rarity of Items found
STONEFIST-0028,rare,before,8,"{ Suffix Modifier ""of Combat"" (Tier: 2) — Attack }"
STONEFIST-0028,rare,before,9,+1 to Level of all Melee Skills
STONEFIST-0028,rare,after,1,{ Implicit Modifier }
STONEFIST-0028,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0028,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0028,rare,after,4,"{ Prefix Modifier ""Poet's"" }"
STONEFIST-0028,rare,after,5,"3% of Damage Taken Recouped as Life, Mana and Energy Shield"
STONEFIST-0028,rare,after,6,"{ Suffix Modifier ""of the Penguin"" — Elemental, Cold, Resistance }"
STONEFIST-0028,rare,after,7,+1% to Maximum Cold Resistance
STONEFIST-0028,rare,after,8,+20(16-20)% to Cold Resistance
STONEFIST-0028,rare,after,9,"{ Suffix Modifier ""of Plunder"" }"
STONEFIST-0028,rare,after,10,15(15-20)% increased Quantity of Gold Dropped by Slain Enemies
STONEFIST-0028,rare,after,11,"{ Suffix Modifier ""of Combat"" — Gem }"
STONEFIST-0028,rare,after,12,+10(10-12)% to Quality of all Skills
STONEFIST-0028,rare,after,13,Unmodifiable
STONEFIST-0029,rare,before,1,Onslaught Mitts
STONEFIST-0029,rare,before,2,"{ Prefix Modifier ""Annealed"" (Tier: 4) — Damage, Physical, Attack }"
STONEFIST-0029,rare,before,3,"{ Prefix Modifier ""Glimmering"" (Tier: 6) — Energy Shield }"
STONEFIST-0029,rare,before,4,+18(18-24) to maximum Energy Shield
STONEFIST-0029,rare,before,5,"{ Suffix Modifier ""of Archaeology"" (Tier: 1) }"
STONEFIST-0029,rare,before,6,17(15-18)% increased Rarity of Items found
STONEFIST-0029,rare,before,7,"{ Suffix Modifier ""of the Pupil"" (Tier: 8) — Attribute }"
STONEFIST-0029,rare,before,8,+5(5-8) to Intelligence
STONEFIST-0029,rare,before,9,"{ Suffix Modifier ""of the Skilled"" (Tier: 2) }"
STONEFIST-0029,rare,before,10,30% reduced Attribute Requirements
STONEFIST-0029,rare,after,1,Onslaught Mitts
STONEFIST-0029,rare,after,2,{ Implicit Modifier }
STONEFIST-0029,rare,after,3,Has +3 to Evasion Rating per player level
STONEFIST-0029,rare,after,4,Has +1 to maximum Energy Shield per player level
STONEFIST-0029,rare,after,5,"{ Prefix Modifier ""Annealed"" — Physical, Attack }"
STONEFIST-0029,rare,after,6,"{ Prefix Modifier ""Glimmering"" }"
STONEFIST-0029,rare,after,7,Has +1 to Evasion Rating per player level
STONEFIST-0029,rare,after,8,Has +1 to maximum Energy Shield per player level
STONEFIST-0029,rare,after,9,"{ Suffix Modifier ""of Archaeology"" }"
STONEFIST-0029,rare,after,10,30(26-30)% increased Quantity of Gold Dropped by Slain Enemies
STONEFIST-0029,rare,after,11,"{ Suffix Modifier ""of the Pupil"" }"
STONEFIST-0029,rare,after,12,8(5-8)% increased Cooldown Recovery Rate
STONEFIST-0029,rare,after,13,"{ Suffix Modifier ""of the Skilled"" — Attribute }"
STONEFIST-0029,rare,after,14,+24(21-25) to all Attributes
STONEFIST-0029,rare,after,15,Unmodifiable
STONEFIST-0030,magic,before,1,"{ Prefix Modifier ""Ingrained"" (Tier: 6) — Armour, Energy Shield }"
STONEFIST-0030,magic,before,2,32(27-42)% increased Armour and Energy Shield
STONEFIST-0030,magic,before,3,"{ Suffix Modifier ""of the Lynx"" (Tier: 8) — Attribute }"
STONEFIST-0030,magic,before,4,+10(9-12) to Dexterity
STONEFIST-0030,magic,after,1,{ Implicit Modifier }
STONEFIST-0030,magic,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0030,magic,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0030,magic,after,4,"{ Prefix Modifier ""Ingrained"" — Evasion, Energy Shield }"
STONEFIST-0030,magic,after,5,10(9-10)% more Global Evasion Rating and Energy Shield
STONEFIST-0030,magic,after,6,"{ Suffix Modifier ""of the Lynx"" }"
STONEFIST-0030,magic,after,7,+19(19-22)% Surpassing chance to fire an additional Projectile
STONEFIST-0030,magic,after,8,Unmodifiable
STONEFIST-0031,rare,before,1,"{ Prefix Modifier ""Burnished"" (Tier: 8) — Damage, Physical, Attack }"
STONEFIST-0031,rare,before,2,"{ Prefix Modifier ""Hale"" (Tier: 9) — Life }"
STONEFIST-0031,rare,before,3,+11(10-19) to maximum Life
STONEFIST-0031,rare,before,4,"{ Suffix Modifier ""of the Seal"" (Tier: 8) — Elemental, Cold, Resistance }"
STONEFIST-0031,rare,before,5,+10(6-10)% to Cold Resistance
STONEFIST-0031,rare,before,6,"{ Suffix Modifier ""of the Fox"" (Tier: 7) — Attribute }"
STONEFIST-0031,rare,before,7,+13(13-16) to Dexterity
STONEFIST-0031,rare,before,8,"{ Suffix Modifier ""of Restoration"" (Tier: 3) — Life, Attack }"
STONEFIST-0031,rare,after,1,{ Implicit Modifier }
STONEFIST-0031,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0031,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0031,rare,after,4,"{ Prefix Modifier ""Burnished"" — Physical, Attack }"
STONEFIST-0031,rare,after,5,"{ Prefix Modifier ""Hale"" }"
STONEFIST-0031,rare,after,6,5% less damage taken while on Low Life
STONEFIST-0031,rare,after,7,"{ Suffix Modifier ""of the Seal"" — Elemental, Cold, Resistance }"
STONEFIST-0031,rare,after,8,+1% to Maximum Cold Resistance
STONEFIST-0031,rare,after,9,+13(11-15)% to Cold Resistance
STONEFIST-0031,rare,after,10,"{ Suffix Modifier ""of the Fox"" }"
STONEFIST-0031,rare,after,11,+26(23-26)% Surpassing chance to fire an additional Projectile
STONEFIST-0031,rare,after,12,"{ Suffix Modifier ""of Restoration"" — Life }"
STONEFIST-0031,rare,after,13,Unmodifiable
STONEFIST-0032,rare,before,1,"{ Prefix Modifier ""Polished"" (Tier: 7) — Damage, Physical, Attack }"
STONEFIST-0032,rare,before,2,"{ Prefix Modifier ""Flea's"" (Tier: 6) — Life, Evasion }"
STONEFIST-0032,rare,before,3,12(6-13)% increased Evasion Rating
STONEFIST-0032,rare,before,4,+10(7-10) to maximum Life
STONEFIST-0032,rare,before,5,"{ Suffix Modifier ""of the Squall"" (Tier: 7) — Elemental, Lightning, Resistance }"
STONEFIST-0032,rare,before,6,+12(11-15)% to Lightning Resistance
STONEFIST-0032,rare,after,1,{ Implicit Modifier }
STONEFIST-0032,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0032,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0032,rare,after,4,"{ Prefix Modifier ""Polished"" — Physical, Attack }"
STONEFIST-0032,rare,after,5,"{ Prefix Modifier ""Flea's"" }"
STONEFIST-0032,rare,after,6,"3% of Damage Taken Recouped as Life, Mana and Energy Shield"
STONEFIST-0032,rare,after,7,"{ Suffix Modifier ""of the Squall"" — Elemental, Lightning, Resistance }"
STONEFIST-0032,rare,after,8,+1% to Maximum Lightning Resistance
STONEFIST-0032,rare,after,9,+16(16-20)% to Lightning Resistance
STONEFIST-0032,rare,after,10,Unmodifiable
STONEFIST-0033,magic,before,1,"{ Prefix Modifier ""Deliberate"" (Tier: 6) — Attack }"
STONEFIST-0033,magic,before,2,+116(85-123) to Accuracy Rating
STONEFIST-0033,magic,before,3,"{ Suffix Modifier ""of Vanquishing"" (Tier: 4) — Life }"
STONEFIST-0033,magic,after,1,{ Implicit Modifier }
STONEFIST-0033,magic,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0033,magic,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0033,magic,after,4,"{ Prefix Modifier ""Deliberate"" — Attack }"
STONEFIST-0033,magic,after,5,21(21-23)% chance to Blind Enemies on Hit with Attacks
STONEFIST-0033,magic,after,6,"{ Suffix Modifier ""of Vanquishing"" — Life }"
STONEFIST-0033,magic,after,7,Unmodifiable
STONEFIST-0034,rare,before,1,"{ Prefix Modifier ""Haruspex's"" (Tier: 3) — Life, Armour, Energy Shield }"
STONEFIST-0034,rare,before,2,31(27-32)% increased Armour and Energy Shield
STONEFIST-0034,rare,before,3,+31(26-32) to maximum Life
STONEFIST-0034,rare,before,4,"{ Suffix Modifier ""of the Goliath"" (Tier: 3) — Attribute }"
STONEFIST-0034,rare,before,5,+27(25-27) to Strength
STONEFIST-0034,rare,before,6,"{ Suffix Modifier ""of Combat"" (Tier: 2) — Attack }"
STONEFIST-0034,rare,before,7,+1 to Level of all Melee Skills
STONEFIST-0034,rare,before,8,"{ Suffix Modifier ""of Raiding"" (Tier: 2) }"
STONEFIST-0034,rare,before,9,12(11-14)% increased Rarity of Items found
STONEFIST-0034,rare,after,1,{ Implicit Modifier }
STONEFIST-0034,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0034,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0034,rare,after,4,"{ Prefix Modifier ""Haruspex's"" }"
STONEFIST-0034,rare,after,5,"6% of Damage Taken Recouped as Life, Mana and Energy Shield"
STONEFIST-0034,rare,after,6,"{ Suffix Modifier ""of the Goliath"" — Attack }"
STONEFIST-0034,rare,after,7,25(23-25)% increased Area of Effect for Attacks
STONEFIST-0034,rare,after,8,"{ Suffix Modifier ""of Combat"" — Gem }"
STONEFIST-0034,rare,after,9,+12(10-12)% to Quality of all Skills
STONEFIST-0034,rare,after,10,"{ Suffix Modifier ""of Raiding"" }"
STONEFIST-0034,rare,after,11,24(21-25)% increased Quantity of Gold Dropped by Slain Enemies
STONEFIST-0034,rare,after,12,Unmodifiable
STONEFIST-0035,rare,before,1,"{ Prefix Modifier ""Auspex's"" (Tier: 5) — Life, Armour, Energy Shield }"
STONEFIST-0035,rare,before,2,18(14-20)% increased Armour and Energy Shield
STONEFIST-0035,rare,before,3,+11(11-19) to maximum Life
STONEFIST-0035,rare,before,4,"{ Suffix Modifier ""of the Volcano"" (Tier: 3) — Elemental, Fire, Resistance }"
STONEFIST-0035,rare,before,5,+35(31-35)% to Fire Resistance
STONEFIST-0035,rare,before,6,"{ Suffix Modifier ""of Raiding"" (Tier: 2) }"
STONEFIST-0035,rare,before,7,12(11-14)% increased Rarity of Items found
STONEFIST-0035,rare,before,8,"{ Suffix Modifier ""of the Falcon"" (Tier: 6) — Attribute }"
STONEFIST-0035,rare,before,9,+17(17-20) to Dexterity
STONEFIST-0035,rare,after,1,{ Implicit Modifier }
STONEFIST-0035,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0035,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0035,rare,after,4,"{ Prefix Modifier ""Auspex's"" }"
STONEFIST-0035,rare,after,5,"4% of Damage Taken Recouped as Life, Mana and Energy Shield"
STONEFIST-0035,rare,after,6,"{ Suffix Modifier ""of the Volcano"" — Elemental, Fire, Resistance }"
STONEFIST-0035,rare,after,7,+2% to Maximum Fire Resistance
STONEFIST-0035,rare,after,8,+32(31-35)% to Fire Resistance
STONEFIST-0035,rare,after,9,"{ Suffix Modifier ""of Raiding"" }"
STONEFIST-0035,rare,after,10,22(21-25)% increased Quantity of Gold Dropped by Slain Enemies
STONEFIST-0035,rare,after,11,"{ Suffix Modifier ""of the Falcon"" }"
STONEFIST-0035,rare,after,12,+27(27-30)% Surpassing chance to fire an additional Projectile
STONEFIST-0035,rare,after,13,Unmodifiable
STONEFIST-0036,rare,before,1,+14% to Cold Resistance (rune)
STONEFIST-0036,rare,before,2,"{ Prefix Modifier ""Nymph's"" (Tier: 3) — Evasion, Energy Shield }"
STONEFIST-0036,rare,before,3,+12(11-41) to Evasion Rating
STONEFIST-0036,rare,before,4,+10(9-15) to maximum Energy Shield
STONEFIST-0036,rare,before,5,"{ Prefix Modifier ""Azure"" (Tier: 7) — Mana }"
STONEFIST-0036,rare,before,6,+32(25-34) to maximum Mana
STONEFIST-0036,rare,before,7,"{ Prefix Modifier ""Hale"" (Tier: 9) — Life }"
STONEFIST-0036,rare,before,8,+19(10-19) to maximum Life
STONEFIST-0036,rare,before,9,"{ Suffix Modifier ""of Skill"" (Tier: 4) — Attack, Speed }"
STONEFIST-0036,rare,before,10,7(5-7)% increased Attack Speed
STONEFIST-0036,rare,before,11,"{ Suffix Modifier ""of the Salamander"" (Tier: 7) — Elemental, Fire, Resistance }"
STONEFIST-0036,rare,before,12,+14(11-15)% to Fire Resistance
STONEFIST-0036,rare,before,13,"{ Suffix Modifier ""of the Seal"" (Tier: 8) — Elemental, Cold, Resistance }"
STONEFIST-0036,rare,before,14,+8(6-10)% to Cold Resistance
STONEFIST-0036,rare,after,1,+14% to Cold Resistance (rune)
STONEFIST-0036,rare,after,2,{ Implicit Modifier }
STONEFIST-0036,rare,after,3,Has +3 to Evasion Rating per player level
STONEFIST-0036,rare,after,4,Has +1 to maximum Energy Shield per player level
STONEFIST-0036,rare,after,5,"{ Prefix Modifier ""Nymph's"" }"
STONEFIST-0036,rare,after,6,Has +2 to Evasion Rating per player level
STONEFIST-0036,rare,after,7,Has +1 to maximum Energy Shield per player level
STONEFIST-0036,rare,after,8,"{ Prefix Modifier ""Azure"" }"
STONEFIST-0036,rare,after,9,15(14-15)% more Attack damage while on Low Mana
STONEFIST-0036,rare,after,10,"{ Prefix Modifier ""Hale"" }"
STONEFIST-0036,rare,after,11,5% less damage taken while on Low Life
STONEFIST-0036,rare,after,12,"{ Suffix Modifier ""of Skill"" }"
STONEFIST-0036,rare,after,13,8(8-12)% chance to gain Onslaught for 4 seconds on Hit
STONEFIST-0036,rare,after,14,"{ Suffix Modifier ""of the Salamander"" — Elemental, Fire, Resistance }"
STONEFIST-0036,rare,after,15,+1% to Maximum Fire Resistance
STONEFIST-0036,rare,after,16,+19(16-20)% to Fire Resistance
STONEFIST-0036,rare,after,17,"{ Suffix Modifier ""of the Seal"" — Elemental, Cold, Resistance }"
STONEFIST-0036,rare,after,18,+1% to Maximum Cold Resistance
STONEFIST-0036,rare,after,19,+12(11-15)% to Cold Resistance
STONEFIST-0036,rare,after,20,Unmodifiable
STONEFIST-0037,rare,before,1,"{ Prefix Modifier ""Inspired"" (Tier: 1) — Armour, Energy Shield }"
STONEFIST-0037,rare,before,2,92(92-100)% increased Armour and Energy Shield
STONEFIST-0037,rare,before,3,"{ Prefix Modifier ""Cobalt"" (Tier: 8) — Mana }"
STONEFIST-0037,rare,before,4,+20(15-24) to maximum Mana
STONEFIST-0037,rare,before,5,"{ Suffix Modifier ""of the Seal"" (Tier: 8) — Elemental, Cold, Resistance }"
STONEFIST-0037,rare,before,6,+7(6-10)% to Cold Resistance
STONEFIST-0037,rare,before,7,"{ Suffix Modifier ""of Sheathing"" (Tier: 4) — Armour, Elemental }"
STONEFIST-0037,rare,before,8,+20(20-25)% of Armour also applies to Elemental Damage
STONEFIST-0037,rare,after,1,{ Implicit Modifier }
STONEFIST-0037,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0037,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0037,rare,after,4,"{ Prefix Modifier ""Inspired"" — Evasion, Energy Shield }"
STONEFIST-0037,rare,after,5,20(19-20)% more Global Evasion Rating and Energy Shield
STONEFIST-0037,rare,after,6,"{ Prefix Modifier ""Cobalt"" }"
STONEFIST-0037,rare,after,7,13(12-13)% more Attack damage while on Low Mana
STONEFIST-0037,rare,after,8,"{ Suffix Modifier ""of the Seal"" — Elemental, Cold, Resistance }"
STONEFIST-0037,rare,after,9,+1% to Maximum Cold Resistance
STONEFIST-0037,rare,after,10,+14(11-15)% to Cold Resistance
STONEFIST-0037,rare,after,11,"{ Suffix Modifier ""of Sheathing"" — Elemental, Fire, Cold, Lightning, Resistance }"
STONEFIST-0037,rare,after,12,+14(13-15)% to all Elemental Resistances
STONEFIST-0037,rare,after,13,Unmodifiable
STONEFIST-0038,rare,before,1,"{ Prefix Modifier ""Mouflon's"" (Tier: 4) — Life, Evasion }"
STONEFIST-0038,rare,before,2,22(21-26)% increased Evasion Rating
STONEFIST-0038,rare,before,3,+23(20-25) to maximum Life
STONEFIST-0038,rare,before,4,"{ Prefix Modifier ""Cerulean"" (Tier: 5) — Mana }"
STONEFIST-0038,rare,before,5,+60(55-64) to maximum Mana
STONEFIST-0038,rare,before,6,"{ Prefix Modifier ""Shade's"" (Tier: 7) — Evasion }"
STONEFIST-0038,rare,before,7,26(15-26)% increased Evasion Rating
STONEFIST-0038,rare,before,8,"{ Suffix Modifier ""of the Kiln"" (Tier: 5) — Elemental, Fire, Resistance }"
STONEFIST-0038,rare,before,9,+25(21-25)% to Fire Resistance
STONEFIST-0038,rare,after,1,{ Implicit Modifier }
STONEFIST-0038,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0038,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0038,rare,after,4,"{ Prefix Modifier ""Mouflon's"" }"
STONEFIST-0038,rare,after,5,"5% of Damage Taken Recouped as Life, Mana and Energy Shield"
STONEFIST-0038,rare,after,6,"{ Prefix Modifier ""Cerulean"" }"
STONEFIST-0038,rare,after,7,19(18-19)% more Attack damage while on Low Mana
STONEFIST-0038,rare,after,8,"{ Prefix Modifier ""Shade's"" — Evasion, Energy Shield }"
STONEFIST-0038,rare,after,9,7(7-8)% more Global Evasion Rating and Energy Shield
STONEFIST-0038,rare,after,10,"{ Suffix Modifier ""of the Kiln"" — Elemental, Fire, Resistance }"
STONEFIST-0038,rare,after,11,+2% to Maximum Fire Resistance
STONEFIST-0038,rare,after,12,+22(21-25)% to Fire Resistance
STONEFIST-0038,rare,after,13,Unmodifiable
STONEFIST-0039,rare,before,1,"{ Prefix Modifier ""Annealed"" (Tier: 4) — Damage, Physical, Attack }"
STONEFIST-0039,rare,before,2,"{ Prefix Modifier ""Phased"" (Tier: 2) — Evasion }"
STONEFIST-0039,rare,before,3,+143(117-146) to Evasion Rating
STONEFIST-0039,rare,before,4,"{ Prefix Modifier ""Crackling"" (Tier: 6) — Damage, Elemental, Lightning, Attack }"
STONEFIST-0039,rare,before,5,"{ Suffix Modifier ""of Triumph"" (Tier: 6) — Life }"
STONEFIST-0039,rare,before,6,"{ Suffix Modifier ""of Eviction"" (Tier: 4) — Chaos, Resistance }"
STONEFIST-0039,rare,before,7,+13(12-15)% to Chaos Resistance
STONEFIST-0039,rare,after,1,{ Implicit Modifier }
STONEFIST-0039,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0039,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0039,rare,after,4,"{ Prefix Modifier ""Annealed"" — Physical, Attack }"
STONEFIST-0039,rare,after,5,"{ Prefix Modifier ""Phased"" }"
STONEFIST-0039,rare,after,6,Has +3 to Evasion Rating per player level
STONEFIST-0039,rare,after,7,Has +1 to maximum Energy Shield per player level
STONEFIST-0039,rare,after,8,"{ Prefix Modifier ""Crackling"" — Elemental, Lightning, Attack }"
STONEFIST-0039,rare,after,9,"{ Suffix Modifier ""of Triumph"" — Life }"
STONEFIST-0039,rare,after,10,"{ Suffix Modifier ""of Eviction"" — Chaos, Resistance }"
STONEFIST-0039,rare,after,11,+1% to Maximum Chaos Resistance
STONEFIST-0039,rare,after,12,+15(14-17)% to Chaos Resistance
STONEFIST-0039,rare,after,13,Unmodifiable
